,stalk-color-below-ring,stalk-shape,veil-type,gill-spacing,class,spore-print-color,stalk-surface-below-ring,ring-number,cap-shape,gill-attachment,ring-type,bruises,stalk-root,stalk-surface-above-ring,gill-color,stalk-color-above-ring,habitat,population,cap-surface,veil-color,cap-color,odor,gill-size,d-var
4969,o,e,p,c,e,n,s,o,f,a,p,f,?,s,o,o,l,v,s,o,n,n,b,n
4970,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,v,y,w,g,n,b,g
4971,w,e,p,c,e,k,y,o,f,f,p,t,r,s,n,w,g,y,y,w,n,a,b,n
4972,w,t,p,w,e,k,s,o,f,f,e,f,e,f,p,w,g,s,s,w,n,n,b,n
4973,w,e,p,c,e,n,s,o,b,f,p,t,c,s,k,w,g,n,s,w,w,l,b,w
4974,g,t,p,c,e,k,s,o,f,f,p,t,b,s,p,w,d,y,f,w,n,n,b,n
4975,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,s,w,n,y,n,n
4976,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,d,v,y,w,e,y,n,e
4977,w,t,p,c,e,k,s,o,x,f,p,t,b,s,w,g,d,y,y,w,g,n,b,g
4978,w,t,p,w,e,u,s,o,x,f,p,t,b,s,n,w,d,v,s,w,y,l,n,y
4979,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,l,v,s,w,n,y,n,n
4980,w,t,p,c,p,h,f,o,f,f,p,t,b,f,w,w,u,s,s,w,g,f,b,g
4981,w,e,p,c,e,k,s,o,x,f,p,t,c,s,w,w,m,s,y,w,y,a,b,y
4982,w,e,p,c,e,n,s,o,b,f,p,t,c,s,k,w,g,s,s,w,w,l,b,w
4983,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,d,v,f,w,y,f,b,y
4984,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,s,w,n,y,n,n
4985,w,e,p,c,e,n,s,o,b,f,p,t,c,s,n,w,g,s,s,w,w,l,b,w
4986,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,v,f,w,g,f,b,g
4987,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,p,y,y,w,y,f,b,y
4988,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,g,v,y,w,g,f,b,g
4989,w,e,p,w,e,w,k,t,x,f,p,f,?,k,p,w,g,n,s,w,w,n,b,w
4990,g,t,p,c,e,k,s,o,f,f,p,t,b,s,u,w,d,v,f,w,g,n,b,g
4991,w,t,p,w,e,n,s,o,f,f,e,f,e,s,p,w,g,a,s,w,w,n,b,w
4992,w,t,p,c,p,h,f,o,f,f,p,t,b,s,p,w,g,v,s,w,w,f,b,w
4993,w,t,p,w,e,n,f,o,f,f,e,f,e,s,h,w,g,s,f,w,g,n,b,g
4994,w,t,p,c,e,k,s,o,f,f,p,t,b,s,u,w,d,y,y,w,g,n,b,g
4995,w,t,p,c,p,h,s,o,f,f,p,t,b,s,w,w,g,v,s,w,g,f,b,g
4996,g,t,p,c,e,n,s,o,x,f,p,t,b,s,p,w,d,y,f,w,n,n,b,n
4997,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,d,v,s,w,n,f,n,n
4998,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,y,y,w,y,f,b,y
4999,w,t,p,c,e,k,s,o,x,f,p,t,b,s,p,w,d,v,f,w,e,n,b,e
5000,o,e,p,c,e,b,s,o,f,a,p,f,?,s,o,o,l,c,s,o,n,n,b,n
5001,w,e,p,c,p,k,s,o,f,f,p,t,e,s,n,w,u,v,s,w,w,p,n,w
5002,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,d,v,s,w,e,f,n,e
5003,w,t,p,w,e,n,s,o,x,f,e,f,e,s,k,w,g,s,s,w,w,n,b,w
5004,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,n,g,v,y,w,y,f,b,y
5005,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,d,y,f,w,g,f,b,g
5006,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,g,d,v,y,w,g,n,b,g
5007,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,g,n,y,w,y,a,b,y
5008,w,t,p,c,e,k,s,o,f,f,p,t,b,s,w,p,d,y,f,w,n,n,b,n
5009,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,l,v,s,w,e,s,n,e
5010,p,t,p,c,e,n,s,o,f,f,p,t,b,s,n,p,d,y,y,w,g,n,b,g
5011,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,l,v,s,w,n,s,n,n
5012,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,d,v,f,w,y,f,b,y
5013,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,d,y,y,w,y,f,b,y
5014,w,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,y,f,w,e,n,b,e
5015,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,w,d,y,y,w,g,n,b,g
5016,w,t,p,c,e,k,s,o,x,f,p,t,b,s,n,p,d,y,f,w,n,n,b,n
5017,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,d,v,y,w,e,s,n,e
5018,n,e,p,w,e,w,f,o,f,f,e,f,b,f,w,w,l,v,y,w,c,n,n,c
5019,w,t,p,w,e,n,s,o,x,f,e,f,e,s,p,w,g,s,s,w,n,n,b,n
5020,w,e,p,c,p,k,s,o,f,f,p,t,e,s,n,w,g,v,s,w,n,p,n,n
5021,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,p,v,s,w,n,f,n,n
5022,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,p,p,v,s,w,n,f,n,n
5023,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,p,v,f,w,g,f,b,g
5024,w,e,p,c,e,n,s,o,x,f,p,t,c,s,k,w,m,s,s,w,w,a,b,w
5025,w,t,p,w,e,k,s,o,x,f,e,f,e,s,p,w,g,a,f,w,g,n,b,g
5026,w,t,p,w,e,n,f,o,x,f,e,f,e,s,h,w,g,s,f,w,n,n,b,n
5027,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,p,y,y,w,y,f,b,y
5028,g,t,p,c,e,k,s,o,x,f,p,t,b,s,u,p,d,v,f,w,g,n,b,g
5029,w,e,p,w,e,w,s,t,x,f,p,f,?,k,p,w,g,s,s,w,w,n,b,w
5030,b,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,d,v,y,w,g,f,b,g
5031,w,e,p,c,p,n,s,o,x,f,p,f,b,s,u,w,d,s,s,w,g,c,n,g
5032,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,g,v,f,w,y,f,b,y
5033,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,l,v,y,w,n,s,n,n
5034,n,e,p,w,e,w,f,o,x,f,e,f,b,f,w,w,l,v,f,w,n,n,n,n
5035,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,y,w,n,s,n,n
5036,w,t,p,w,e,n,s,o,x,f,p,t,b,s,w,w,d,v,f,w,w,a,n,w
5037,w,t,p,c,e,k,s,o,f,f,p,t,b,s,w,w,d,y,f,w,g,n,b,g
5038,w,e,p,c,e,n,s,o,b,f,p,t,c,s,n,w,m,s,y,w,y,l,b,y
5039,w,t,p,w,e,n,s,o,f,f,e,f,e,f,k,w,g,s,s,w,n,n,b,n
5040,p,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,l,v,s,w,n,s,n,n
5041,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,l,v,y,w,e,s,n,e
5042,p,t,p,c,e,n,s,o,x,f,p,t,b,s,u,w,d,v,y,w,g,n,b,g
5043,w,e,p,c,e,n,s,o,b,f,p,t,c,s,w,w,m,n,s,w,y,a,b,y
5044,e,e,p,c,e,w,s,t,x,f,e,t,?,s,e,e,w,c,s,w,p,n,b,p
5045,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,p,v,y,w,e,y,n,e
5046,w,t,p,c,p,h,s,o,x,f,p,t,b,f,p,w,g,s,s,w,w,f,b,w
5047,w,t,p,w,e,n,f,o,x,f,e,f,e,f,k,w,g,s,s,w,w,n,b,w
5048,w,t,p,w,e,k,s,o,x,f,e,f,e,s,k,w,g,a,s,w,w,n,b,w
5049,w,e,p,c,p,n,s,o,x,f,p,f,b,s,n,w,d,v,f,w,w,c,n,w
5050,p,t,p,c,e,n,s,o,x,f,p,t,b,s,w,w,d,y,y,w,e,n,b,e
5051,w,t,p,w,e,k,s,o,f,f,e,f,e,s,n,w,g,a,s,w,w,n,b,w
5052,g,t,p,c,e,n,s,o,x,f,p,t,b,s,u,p,d,y,f,w,e,n,b,e
5053,g,t,p,c,e,k,s,o,x,f,p,t,b,s,p,w,d,v,y,w,e,n,b,e
5054,g,t,p,c,e,k,s,o,x,f,p,t,b,s,n,g,d,y,y,w,n,n,b,n
5055,w,e,p,c,p,k,s,o,f,f,p,t,e,s,p,w,u,s,y,w,w,p,n,w
5056,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,p,v,y,w,n,f,n,n
5057,o,e,p,c,e,n,s,o,k,a,p,f,?,s,o,o,l,v,s,n,n,n,b,n
5058,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,p,v,y,w,n,f,n,n
5059,p,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,g,y,y,w,g,f,b,g
5060,w,e,p,w,e,w,k,t,b,f,p,f,?,k,p,w,g,s,s,w,w,n,b,w
5061,e,e,p,c,e,w,s,t,x,f,e,t,?,s,w,e,w,c,s,w,p,n,b,p
5062,p,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,p,v,f,w,g,f,b,g
5063,w,e,p,c,p,k,s,o,x,f,p,t,e,s,w,w,u,v,s,w,w,p,n,w
5064,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,d,v,s,w,n,y,n,n
5065,n,e,p,c,p,h,k,o,f,f,l,f,b,k,g,b,d,v,y,w,y,f,b,y
5066,w,t,p,c,p,w,k,o,x,f,e,f,?,k,b,w,l,v,s,w,n,f,n,n
5067,w,e,p,c,p,k,s,o,f,f,p,t,e,s,w,w,g,s,y,w,n,p,n,n
5068,w,e,p,c,p,n,s,o,x,f,p,t,e,s,w,w,u,s,y,w,n,p,n,n
5069,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,d,v,y,w,n,y,n,n
5070,w,t,p,w,e,k,f,o,x,f,e,f,e,f,n,w,g,a,s,w,w,n,b,w
5071,p,t,p,c,e,n,s,o,x,f,p,t,b,s,u,p,d,y,f,w,g,n,b,g
5072,w,e,p,c,e,h,f,o,x,f,f,f,?,s,h,w,d,v,y,w,w,n,n,w
5073,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,g,s,s,w,w,l,b,w
5074,w,t,p,c,e,k,s,o,x,f,p,t,b,s,p,g,d,y,y,w,n,n,b,n
5075,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,g,v,y,w,g,f,b,g
5076,y,e,p,c,p,w,y,o,f,f,e,f,?,k,w,w,d,v,f,w,y,n,n,y
5077,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,l,v,s,w,n,y,n,n
5078,w,e,p,c,e,n,y,o,x,f,p,t,r,s,w,w,p,y,y,w,y,l,b,y
5079,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,p,p,v,s,w,n,s,n,n
5080,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,l,v,y,w,n,s,n,n
5081,g,t,p,c,e,n,s,o,f,f,p,t,b,s,p,g,d,v,f,w,e,n,b,e
5082,o,e,p,c,e,b,s,o,b,a,p,f,?,s,y,o,l,v,s,o,n,n,b,n
5083,w,t,p,w,e,n,f,o,x,f,e,f,e,s,p,w,g,s,f,w,g,n,b,g
5084,w,t,p,c,p,h,f,o,f,f,p,t,b,f,h,w,g,s,s,w,g,f,b,g
5085,w,t,p,w,e,k,s,o,f,f,e,f,e,s,h,w,g,a,s,w,g,n,b,g
5086,w,e,p,c,e,n,s,o,x,f,p,t,c,s,k,w,g,s,y,w,w,l,b,w
5087,w,t,p,w,e,k,s,o,x,f,e,f,e,f,n,w,g,a,f,w,g,n,b,g
5088,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,w,d,v,f,w,n,n,b,n
5089,w,e,p,c,e,n,s,o,s,f,p,f,e,s,p,w,u,y,f,w,n,n,n,n
5090,p,t,p,c,e,k,s,o,f,f,p,t,b,s,p,p,d,v,y,w,n,n,b,n
5091,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,n,p,v,y,w,y,f,b,y
5092,w,t,p,c,p,h,f,o,x,f,p,t,b,f,p,w,u,v,s,w,b,f,b,b
5093,w,t,p,c,e,k,s,o,f,f,p,t,b,s,n,g,d,y,f,w,e,n,b,e
5094,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,l,v,y,w,n,s,n,n
5095,e,e,p,c,e,w,s,t,f,f,e,t,?,s,e,w,w,c,s,w,b,n,b,b
5096,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,y,f,w,y,f,b,y
5097,w,t,p,c,e,n,s,o,x,f,p,t,b,s,n,p,d,y,y,w,n,n,b,n
5098,w,e,p,c,e,n,y,o,f,f,p,t,r,s,n,w,g,y,y,w,n,l,b,n
5099,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,w,d,y,y,w,e,n,b,e
5100,w,t,p,c,e,k,s,o,x,f,p,t,b,s,w,g,d,y,f,w,n,n,b,n
5101,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,p,y,y,w,g,f,b,g
5102,n,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,g,y,f,w,y,f,b,y
5103,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,g,y,y,w,g,f,b,g
5104,w,t,p,c,e,k,s,o,x,f,p,t,b,s,w,p,d,v,f,w,n,n,b,n
5105,w,t,p,c,e,k,s,o,f,f,p,t,b,s,n,g,d,y,f,w,n,n,b,n
5106,p,t,p,c,e,n,s,o,x,f,p,t,b,s,w,g,d,v,f,w,n,n,b,n
5107,w,t,p,c,p,w,k,o,f,f,e,f,?,s,b,p,d,v,s,w,e,f,n,e
5108,g,t,p,c,e,k,s,o,f,f,p,t,b,s,p,w,d,y,y,w,n,n,b,n
5109,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,w,d,y,f,w,e,n,b,e
5110,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,y,w,e,s,n,e
5111,w,e,p,c,e,n,y,o,x,f,p,t,r,s,p,w,p,s,y,w,y,a,b,y
5112,p,t,p,c,e,n,s,o,x,f,p,t,b,s,p,g,d,v,y,w,e,n,b,e
5113,p,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,d,v,y,w,n,y,n,n
5114,w,t,p,c,p,w,k,o,x,f,e,f,?,k,b,p,p,v,s,w,e,s,n,e
5115,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,l,v,y,w,n,s,n,n
5116,g,t,p,c,e,n,s,o,x,f,p,t,b,s,w,g,d,v,y,w,g,n,b,g
5117,w,t,p,w,e,n,f,o,f,f,e,f,e,s,n,w,g,s,s,w,g,n,b,g
5118,w,t,p,w,e,n,f,o,f,f,e,f,e,s,n,w,g,a,f,w,n,n,b,n
5119,w,t,p,c,e,n,s,o,x,f,p,t,b,s,p,p,d,y,f,w,g,n,b,g
5120,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,l,v,s,w,n,y,n,n
5121,w,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,v,y,w,n,n,b,n
5122,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,l,v,s,w,e,f,n,e
5123,w,e,p,c,e,w,s,t,x,f,p,t,b,s,w,w,p,y,s,w,n,n,b,n
5124,g,t,p,c,e,n,s,o,f,f,p,t,b,s,w,g,d,y,f,w,n,n,b,n
5125,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,p,y,y,w,g,f,b,g
5126,w,e,p,c,e,k,s,o,b,f,p,t,c,s,g,w,m,n,y,w,y,a,b,y
5127,g,t,p,c,e,k,s,o,x,f,p,t,b,s,w,g,d,y,y,w,e,n,b,e
5128,p,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,d,v,s,w,e,f,n,e
5129,w,e,p,c,e,n,y,o,f,f,p,t,r,s,n,w,g,y,y,w,y,a,b,y
5130,w,e,p,c,p,n,s,o,f,f,p,t,e,s,n,w,g,s,s,w,w,p,n,w
5131,w,t,p,c,e,n,s,o,x,f,p,t,b,s,u,g,d,y,f,w,n,n,b,n
5132,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,g,d,v,y,w,g,n,b,g
5133,p,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,p,v,y,w,y,f,b,y
5134,w,t,p,c,p,h,s,o,f,f,p,t,b,f,p,w,g,s,s,w,b,f,b,b
5135,w,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,y,y,w,e,n,b,e
5136,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,d,y,y,w,y,f,b,y
5137,p,t,p,c,e,k,s,o,f,f,p,t,b,s,w,w,d,y,f,w,g,n,b,g
5138,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,y,y,w,n,n,b,n
5139,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,l,v,s,w,e,y,n,e
5140,p,t,p,c,e,k,s,o,f,f,p,t,b,s,n,p,d,v,f,w,n,n,b,n
5141,w,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,y,w,n,f,n,n
5142,w,t,p,c,p,h,s,o,f,f,p,t,b,f,w,w,u,v,s,w,g,f,b,g
5143,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,p,v,y,w,e,y,n,e
5144,b,e,p,c,p,h,k,o,f,f,l,f,b,k,p,n,d,v,f,w,g,f,b,g
5145,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,n,p,v,y,w,g,f,b,g
5146,n,e,p,c,p,h,k,o,x,f,l,f,b,k,h,p,d,y,f,w,y,f,b,y
5147,p,t,p,c,e,n,s,o,f,f,p,t,b,s,n,p,d,v,y,w,n,n,b,n
5148,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,d,v,y,w,n,s,n,n
5149,g,t,p,c,e,k,s,o,f,f,p,t,b,s,w,p,d,y,y,w,e,n,b,e
5150,p,t,p,c,p,w,s,o,x,f,e,f,?,k,b,p,d,v,s,w,n,f,n,n
5151,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,w,d,v,y,w,e,y,n,e
5152,w,e,p,c,e,n,s,o,b,f,p,t,c,s,w,w,m,n,y,w,w,a,b,w
5153,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,w,d,v,y,w,e,s,n,e
5154,w,t,p,c,e,n,s,o,x,f,p,t,b,s,u,w,d,y,f,w,e,n,b,e
5155,p,t,p,c,e,k,s,o,f,f,p,t,b,s,u,g,d,v,f,w,g,n,b,g
5156,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,m,s,y,w,y,a,b,y
5157,w,t,p,c,p,h,s,o,f,f,p,t,b,s,w,w,u,v,s,w,w,f,b,w
5158,p,t,p,c,e,k,s,o,f,f,p,t,b,s,p,p,d,y,f,w,g,n,b,g
5159,g,t,p,c,e,k,s,o,x,f,p,t,b,s,w,p,d,v,y,w,e,n,b,e
5160,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,p,d,v,y,w,y,f,b,y
5161,w,t,p,c,p,h,s,o,x,f,p,t,b,s,p,w,u,v,s,w,b,f,b,b
5162,w,e,p,c,e,h,f,o,f,f,f,f,?,s,p,w,d,y,y,w,r,n,n,r
5163,p,t,p,c,e,k,s,o,x,f,p,t,b,s,n,w,d,y,y,w,e,n,b,e
5164,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,y,w,n,s,n,n
5165,w,t,p,c,e,n,s,o,f,f,p,t,b,s,n,p,d,y,f,w,n,n,b,n
5166,p,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,l,v,y,w,e,s,n,e
5167,p,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,p,v,f,w,y,f,b,y
5168,e,e,p,c,e,w,s,t,x,f,e,t,?,s,w,w,w,c,s,w,n,n,b,n
5169,g,t,p,c,e,k,s,o,x,f,p,t,b,s,w,p,d,v,y,w,g,n,b,g
5170,w,e,p,w,e,w,k,t,b,f,p,f,?,k,g,w,g,s,f,w,g,n,b,g
5171,o,e,p,c,e,y,s,o,k,a,p,f,?,s,n,o,l,v,s,o,n,n,b,n
5172,w,e,p,c,e,n,s,o,b,f,p,t,c,s,w,w,m,s,y,w,w,a,b,w
5173,w,t,p,w,e,k,f,o,x,f,e,f,e,s,k,w,g,a,s,w,g,n,b,g
5174,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,m,n,y,w,y,a,b,y
5175,w,e,p,c,e,w,s,t,f,f,p,t,b,s,w,w,p,y,y,w,c,n,b,c
5176,b,e,p,c,p,h,k,o,f,f,l,f,b,k,g,p,p,y,y,w,g,f,b,g
5177,o,e,p,c,e,b,s,o,f,a,p,f,?,s,n,o,l,c,s,o,n,n,b,n
5178,w,t,p,w,e,n,s,o,f,f,e,f,e,f,n,w,g,a,s,w,n,n,b,n
5179,w,e,p,c,e,w,s,t,k,f,e,t,?,s,w,w,w,c,s,w,p,n,b,p
5180,w,t,p,w,e,k,f,o,x,f,e,f,e,s,p,w,g,a,f,w,w,n,b,w
5181,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,m,n,y,w,y,a,b,y
5182,w,t,p,w,e,k,s,o,f,f,e,f,e,s,n,w,g,s,f,w,w,n,b,w
5183,w,t,p,c,e,k,s,o,f,f,p,t,b,s,w,g,d,y,y,w,n,n,b,n
5184,w,t,p,c,e,k,s,o,f,f,p,t,b,s,p,w,d,v,f,w,n,n,b,n
5185,p,t,p,c,e,k,s,o,f,f,p,t,b,s,w,g,d,v,f,w,g,n,b,g
5186,w,e,p,w,e,w,k,t,k,f,p,f,?,s,w,w,g,s,s,w,w,n,b,w
5187,g,t,p,c,e,n,s,o,f,f,p,t,b,s,n,g,d,y,y,w,n,n,b,n
5188,n,e,p,c,p,h,k,o,f,f,l,f,b,k,h,b,p,v,y,w,y,f,b,y
5189,w,t,p,c,p,h,f,o,x,f,p,t,b,s,h,w,u,v,s,w,w,f,b,w
5190,b,e,p,c,p,h,k,o,x,f,l,f,b,k,p,b,g,v,f,w,y,f,b,y
5191,w,t,p,c,e,n,s,o,x,f,p,t,b,s,u,g,d,y,y,w,e,n,b,e
5192,p,t,p,c,p,w,s,o,k,f,e,f,?,s,b,w,l,v,y,w,e,f,n,e
5193,b,e,p,c,p,h,k,o,f,f,l,f,b,k,h,p,p,v,f,w,g,f,b,g
5194,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,g,y,f,w,g,f,b,g
5195,p,t,p,c,e,n,s,o,f,f,p,t,b,s,w,p,d,v,f,w,e,n,b,e
5196,w,t,p,c,e,n,s,o,f,f,p,t,b,s,n,g,d,y,y,w,e,n,b,e
5197,w,e,p,c,e,k,s,o,x,f,p,t,c,s,g,w,g,n,y,w,w,l,b,w
5198,w,t,p,c,p,w,s,o,x,f,e,f,?,k,b,w,l,v,s,w,e,y,n,e
5199,w,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,l,v,s,w,n,f,n,n
5200,w,t,p,w,e,k,s,o,f,f,e,f,e,f,h,w,g,a,s,w,g,n,b,g
5201,w,e,p,c,e,n,s,o,x,f,p,t,c,s,n,w,g,s,y,w,y,a,b,y
5202,w,t,p,c,p,w,s,o,x,f,e,f,?,s,b,p,p,v,s,w,e,y,n,e
5203,w,e,p,w,p,n,s,o,x,f,p,f,b,s,p,w,d,v,f,w,g,c,n,g
5204,n,e,p,c,p,h,k,o,f,f,l,f,b,k,p,b,d,y,y,w,g,f,b,g
5205,p,t,p,c,e,n,s,o,x,f,p,t,b,s,n,p,d,v,y,w,e,n,b,e
5206,g,t,p,c,e,n,s,o,f,f,p,t,b,s,u,p,d,y,f,w,n,n,b,n
5207,p,t,p,c,p,w,k,o,f,f,e,f,?,k,b,p,l,v,s,w,n,y,n,n
5208,g,t,p,c,e,k,s,o,f,f,p,t,b,s,n,w,d,y,f,w,g,n,b,g
5209,o,e,p,c,e,b,s,o,b,a,p,f,?,s,o,o,l,v,s,n,n,n,b,n
5210,p,t,p,c,p,w,s,o,x,f,e,f,?,s,b,w,l,v,y,w,e,f,n,e
5211,w,t,p,c,p,w,k,o,x,f,e,f,?,s,b,w,d,v,s,w,n,f,n,n
5212,w,e,p,c,e,n,s,o,x,f,p,t,c,s,w,w,m,s,s,w,w,l,b,w
5213,w,t,p,c,p,w,k,o,k,f,e,f,?,s,b,w,l,v,s,w,n,f,n,n
5214,w,t,p,w,e,u,s,o,f,f,p,t,b,s,n,w,d,v,f,w,y,a,n,y
5215,b,e,p,c,p,h,k,o,x,f,l,f,b,k,h,b,d,v,f,w,y,f,b,y
5216,w,t,p,w,e,n,f,o,f,f,e,f,e,s,h,w,g,s,f,w,n,n,b,n
5217,w,e,p,w,e,w,s,t,k,f,p,f,?,k,w,w,g,n,s,w,g,n,b,g
5218,p,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,l,v,s,w,e,s,n,e
5219,w,e,p,c,e,k,s,o,b,f,p,t,c,s,w,w,m,s,y,w,w,l,b,w
5220,p,t,p,c,p,w,s,o,f,f,e,f,?,k,b,p,d,v,s,w,n,s,n,n
5221,w,e,p,c,e,h,f,o,x,f,f,f,?,s,h,w,d,y,y,w,r,n,n,r
5222,b,e,p,c,p,h,k,o,x,f,l,f,b,k,p,n,d,v,y,w,g,f,b,g
5223,n,e,p,c,p,h,k,o,x,f,l,f,b,k,g,b,p,v,f,w,y,f,b,y
5224,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,w,d,v,y,w,e,y,n,e
5225,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,w,d,v,y,w,n,s,n,n
5226,w,t,p,c,p,w,s,o,f,f,e,f,?,s,b,p,l,v,s,w,e,y,n,e
5227,w,t,p,c,p,w,k,o,f,f,e,f,?,s,b,w,p,v,s,w,n,s,n,n
5228,w,t,p,w,e,k,s,o,x,f,e,f,e,s,k,w,g,a,f,w,g,n,b,g
5229,w,e,p,c,e,k,s,o,b,f,p,t,c,s,n,w,m,n,y,w,y,l,b,y
5230,g,t,p,c,e,n,s,o,x,f,p,t,b,s,w,p,d,y,f,w,g,n,b,g
5231,g,t,p,c,e,k,s,o,f,f,p,t,b,s,p,p,d,v,y,w,n,n,b,n
5232,p,t,p,c,p,w,s,o,k,f,e,f,?,k,b,p,p,v,s,w,n,y,n,n
5233,w,t,p,w,e,k,f,o,f,f,e,f,e,f,k,w,g,s,f,w,w,n,b,w
5234,w,e,p,c,e,n,s,o,x,f,p,t,c,s,k,w,g,s,y,w,y,l,b,y
5235,w,t,p,c,p,w,k,o,k,f,e,f,?,k,b,p,l,v,y,w,n,s,n,n
5236,w,t,p,c,p,w,s,o,k,f,e,f,?,s,b,p,p,v,s,w,n,s,n,n
5237,w,t,p,c,p,h,s,o,x,f,p,t,b,f,p,w,u,v,s,w,b,f,b,b
5238,g,t,p,c,e,n,s,o,x,f,p,t,b,s,u,g,d,y,f,w,n,n,b,n
5239,w,t,p,c,e,k,s,o,f,f,p,t,b,s,p,g,d,y,f,w,n,n,b,n
